"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"02","1","E10","","13_60 a 64","2"
"02","1","E14","","16_75 a 79","18"
"02","1","E43","","17_80 y más","1"
"02","1","E46","","17_80 y más","1"
"02","1","E51","","14_65 a 69","1"
"02","1","E83","","13_60 a 64","1"
"02","1","E86","","16_75 a 79","1"
"02","1","E87","","15_70 a 74","1"
"02","1","E87","","17_80 y más","6"
"02","1","E88","","01_Menor de 1 año","1"
"02","1","E88","","17_80 y más","1"
"02","1","G03","","07_30 a 34","1"
"02","1","G03","","09_40 a 44","2"
"02","1","G03","","16_75 a 79","1"
"02","1","G04","","11_50 a 54","2"
"02","1","G20","","12_55 a 59","1"
"02","1","G20","","15_70 a 74","4"
"02","1","G20","","17_80 y más","37"
"02","1","G23","","15_70 a 74","1"
"02","1","K74","","09_40 a 44","2"
"02","1","K74","","11_50 a 54","8"
"02","1","K74","","12_55 a 59","15"
"02","1","K74","","13_60 a 64","4"
"02","1","K74","","14_65 a 69","8"
"02","1","K75","","11_50 a 54","1"
"02","1","K75","","15_70 a 74","1"
"02","1","K76","","07_30 a 34","1"
"02","1","K82","","15_70 a 74","1"
"02","1","L08","","13_60 a 64","1"
"02","1","L08","","14_65 a 69","2"
"02","1","L08","","15_70 a 74","1"
"02","1","L08","","16_75 a 79","3"
"02","1","L08","","17_80 y más","7"
"02","1","M06","","16_75 a 79","1"
"02","1","M33","","11_50 a 54","1"
"02","1","M86","","16_75 a 79","1"
"02","1","N11","","15_70 a 74","1"
"02","1","N19","","09_40 a 44","2"
"02","1","N28","","11_50 a 54","1"
"02","1","P25","","01_Menor de 1 año","3"
"02","1","Q75","","01_Menor de 1 año","1"
"02","1","Q89","","01_Menor de 1 año","9"
"02","1","Q91","","02_1 a 9","1"
"02","1","R09","","11_50 a 54","1"
"02","1","R09","","14_65 a 69","2"
"02","1","R57","","04_15 a 19","1"
"02","1","R57","","11_50 a 54","4"
"02","1","R57","","13_60 a 64","6"
"02","1","R68","","11_50 a 54","3"
"02","1","R68","","12_55 a 59","4"
"02","1","R68","","13_60 a 64","10"
"02","1","R68","","14_65 a 69","21"
"02","1","R68","","17_80 y más","158"
"02","1","R99","","99_Sin especificar","1"
"02","1","V29","","09_40 a 44","1"
"02","1","X74","","09_40 a 44","1"
"02","1","X95","","09_40 a 44","1"
"02","1","X95","","14_65 a 69","1"
"02","1","Y20","","08_35 a 39","7"
"02","1","Y20","","11_50 a 54","8"
"02","1","Y21","","10_45 a 49","2"
"02","1","Y24","","07_30 a 34","7"
"02","1","Y26","","10_45 a 49","1"
"02","1","Y28","","04_15 a 19","1"
"02","1","Y28","","12_55 a 59","2"
"02","1","Y34","","05_20 a 24","5"
"02","2","A07","","16_75 a 79","1"
"02","2","A41","","09_40 a 44","2"
"02","2","A41","","11_50 a 54","3"
"02","2","A41","","12_55 a 59","10"
"02","2","A41","","14_65 a 69","26"
"02","2","A49","","13_60 a 64","1"
"02","2","A49","","14_65 a 69","1"
"02","2","A49","","15_70 a 74","4"
"02","2","B20","","09_40 a 44","2"
"02","2","B20","","10_45 a 49","2"
"02","2","B21","","07_30 a 34","1"
"02","2","B23","","10_45 a 49","3"
"02","2","C01","","15_70 a 74","3"
"02","2","C01","","17_80 y más","1"
"02","2","C02","","13_60 a 64","2"
"02","2","C02","","14_65 a 69","2"
"02","2","C02","","16_75 a 79","1"
"02","2","C14","","13_60 a 64","1"
"02","2","C14","","16_75 a 79","1"
"02","2","C15","","14_65 a 69","8"
"02","2","C15","","16_75 a 79","6"
"02","2","C18","","09_40 a 44","9"
"02","2","C18","","13_60 a 64","21"
"02","2","C18","","14_65 a 69","21"
"02","2","C18","","16_75 a 79","40"
"02","2","C18","","17_80 y más","144"
"02","2","C22","","15_70 a 74","10"
"02","2","C23","","12_55 a 59","2"
"02","2","C24","","08_35 a 39","1"
"02","2","C25","","08_35 a 39","3"
"02","2","C25","","11_50 a 54","4"
"02","2","C41","","09_40 a 44","1"
"02","2","C43","","16_75 a 79","3"
"02","2","C45","","17_80 y más","6"
"02","2","C50","","09_40 a 44","24"
"02","2","C50","","11_50 a 54","41"
"02","2","C50","","12_55 a 59","52"
"02","2","C50","","13_60 a 64","53"
"02","2","C50","","14_65 a 69","68"
"02","2","C53","","08_35 a 39","9"
"02","2","C53","","11_50 a 54","13"
"02","2","C53","","13_60 a 64","7"
"02","2","C53","","15_70 a 74","4"
"02","2","C54","","10_45 a 49","1"
"02","2","C56","","09_40 a 44","2"
"02","2","C56","","11_50 a 54","10"
"02","2","C56","","12_55 a 59","13"
"02","2","C56","","13_60 a 64","19"
"02","2","C56","","14_65 a 69","21"
"02","2","C57","","17_80 y más","2"
"02","2","C64","","10_45 a 49","1"
"02","2","C68","","10_45 a 49","1"
"02","2","C70","","16_75 a 79","1"
"02","2","C71","","11_50 a 54","3"
"02","2","C71","","13_60 a 64","10"
"02","2","C71","","15_70 a 74","4"
"02","2","C72","","12_55 a 59","1"
"02","2","C72","","13_60 a 64","1"
"02","2","C72","","15_70 a 74","1"
"02","2","C73","","17_80 y más","6"
"02","2","C75","","04_15 a 19","1"
"02","2","C76","","16_75 a 79","1"
"02","2","C76","","17_80 y más","9"
"02","2","C90","","17_80 y más","14"
"02","1","A04","","15_70 a 74","1"
"02","1","A16","","05_20 a 24","1"
"02","1","A16","","12_55 a 59","2"
"02","1","A41","","08_35 a 39","1"
"02","1","A41","","09_40 a 44","1"
"02","1","A41","","11_50 a 54","9"
"02","1","A41","","14_65 a 69","25"
"02","1","A41","","15_70 a 74","55"
"02","1","A49","","15_70 a 74","3"
"02","1","A49","","16_75 a 79","4"
"02","1","A50","","01_Menor de 1 año","1"
"02","1","B21","","10_45 a 49","1"
"02","1","B21","","12_55 a 59","1"
"02","1","B22","","08_35 a 39","1"
"02","1","B24","","07_30 a 34","1"
"02","1","C02","","13_60 a 64","1"
"02","1","C04","","14_65 a 69","1"
"02","1","C05","","12_55 a 59","1"
"02","1","C09","","15_70 a 74","1"
"02","1","C10","","13_60 a 64","1"
"02","1","C15","","09_40 a 44","2"
"02","1","C15","","14_65 a 69","8"
"02","1","C15","","15_70 a 74","12"
